ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Genus,Family
pashtopst,Pashto,,33.0,67.0,cent1973,pst,Iranian,Indo-European
wakhiwbl,Wakhi,,36.5,72.0,wakh1245,wbl,Iranian,Indo-European
shughnisgh,Shughni,,38.166666666666664,72.16666666666667,shug1248,sgh,Iranian,Indo-European
ormurioru,Ormuri,,32.5,69.75,ormu1247,oru,Iranian,Indo-European
kurdishcentralckb,Kurdish (Central),,38.0,43.0,cent1972,ckb,Iranian,Indo-European
kurmanjikmr,Kurmanji,,37.0,43.0,nort2641,kmr,Iranian,Indo-European
zazakidiq,Zazaki,,39.0,41.0,diml1238,diq,Iranian,Indo-European
baluchibgn,Baluchi,,28.0,62.0,west2368,bgn,Iranian,Indo-European
persianpes,Persian,,32.0,54.0,west2369,pes,Iranian,Indo-European
tajiktgk,Tajik,,38.666666666666664,70.0,taji1245,tgk,Iranian,Indo-European
waigaliwbk,Waigali,,35.0,71.25,waig1243,wbk,Nuristani,Indo-European
dhivehidiv,Dhivehi,,4.166666666666667,73.5,dhiv1236,div,Indic,Indo-European
sinhalasin,Sinhala,,7.0,80.5,sinh1246,sin,Indic,Indo-European
marathimar,Marathi,,19.0,76.0,mara1378,mar,Indic,Indo-European
konkaniknn,Konkani,,19.25,73.91666666666667,konk1267,knn,Indic,Indo-European
domarimodernrmt,Domari (Modern),,32.0,35.0,doma1258,rmt,Indic,Indo-European
romaniwelshrmw,Romani (Welsh),,52.0,-4.0,wels1246,rmw,Indic,Indo-European
hindihin,Hindi,,25.0,77.0,hind1269,hin,Indic,Indo-European
urduurd,Urdu,,25.0,67.0,urdu1245,urd,Indic,Indo-European
lamanilmn,Lamani,,17.0,77.0,lamb1269,lmn,Indic,Indo-European
gojrigju,Gojri,,32.75,76.25,guja1253,gju,Indic,Indo-European
gujaratiguj,Gujarati,,23.0,72.0,guja1252,guj,Indic,Indo-European
kumaunikfy,Kumauni,,30.0,80.0,kuma1273,kfy,Indic,Indo-European
nepalinpi,Nepali,,28.0,85.0,nepa1254,npi,Indic,Indo-European
kalamigwc,Kalami,,35.5,72.5,kala1373,gwc,Indic,Indo-European
torwalitrw,Torwali,,34.25,72.0,torw1241,trw,Indic,Indo-European
panjabipan,Panjabi,,31.0,74.0,panj1256,pan,Indic,Indo-European
brokskatbkk,Brokskat,,35.333333333333336,76.5,brok1247,bkk,Indic,Indo-European
palulaphl,Palula,,35.5,71.88333333333334,phal1254,phl,Indic,Indo-European
kashmirikas,Kashmiri,,34.0,76.0,kash1277,kas,Indic,Indo-European
damelidml,Dameli,,35.416666666666664,72.66666666666667,dame1241,dml,Indic,Indo-European
daraidry,Darai,,24.0,84.0,dara1250,dry,Indic,Indo-European
bhojpuribho,Bhojpuri,,26.0,84.0,bhoj1244,bho,Indic,Indo-European
oriyaory,Oriya,,21.0,85.0,oriy1255,ory,Indic,Indo-European
bengaliben,Bengali,,24.0,90.0,beng1280,ben,Indic,Indo-European
rajbanshirjs,Rajbanshi,,26.383333333333333,88.45,rajb1243,rjs,Indic,Indo-European
halbihlb,Halbi,,21.0,81.0,halb1244,hlb,Indic,Indo-European
nenetstundrayrk,Nenets (Tundra),,68.0,53.0,nene1249,yrk,Samoyedic,Uralic
selkupsel,Selkup,,65.0,82.0,selk1253,sel,Samoyedic,Uralic
hungarianhun,Hungarian,,47.0,20.0,hung1274,hun,Ugric,Uralic
khantykca,Khanty,,65.0,65.0,khan1273,kca,Ugric,Uralic
mansimns,Mansi,,62.0,62.0,mans1258,mns,Ugric,Uralic
udmurtudm,Udmurt,,57.5,52.5,udmu1245,udm,Permic,Uralic
finnishfin,Finnish,,62.0,25.0,finn1318,fin,Finnic,Uralic
estonianekk,Estonian,,59.0,26.0,esto1258,ekk,Finnic,Uralic
yukaghirkolymayux,Yukaghir (Kolyma),,65.75,150.83333333333334,sout2750,yux,Yukaghir,Yukaghir
dagurdta,Dagur,,48.0,124.0,daur1238,dta,Mongolic,Altaic
mangghuermjg,Mangghuer,,36.0,102.0,tuuu1240,mjg,Mongolic,Altaic
baoanpeh,Bao'an,,35.583333333333336,102.0,bona1250,peh,Mongolic,Altaic
santasce,Santa,,31.5,107.5,dong1285,sce,Mongolic,Altaic
kalmykxal,Kalmyk,,44.0,83.0,kalm1243,xal,Mongolic,Altaic
eveneve,Even,,68.0,130.0,even1260,eve,Tungusic,Altaic
evenkievn,Evenki,,56.0,125.0,even1259,evn,Tungusic,Altaic
manchumnc,Manchu,,49.5,127.5,manc1252,mnc,Tungusic,Altaic
udiheude,Udihe,,47.666666666666664,136.25,udih1248,ude,Tungusic,Altaic
chuvashchv,Chuvash,,55.5,47.5,chuv1255,chv,Turkic,Altaic
khalajklj,Khalaj,,35.0,50.0,turk1303,klj,Turkic,Altaic
turkishtur,Turkish,,39.0,35.0,nucl1301,tur,Turkic,Altaic
turkmentuk,Turkmen,,40.0,58.0,turk1304,tuk,Turkic,Altaic
azerbaijaniazj,Azerbaijani,,40.5,48.5,nort2697,azj,Turkic,Altaic
sarygyugurybe,Saryg Yugur,,40.0,80.0,west2402,ybe,Turkic,Altaic
uzbekuzn,Uzbek,,39.0,66.0,nort2690,uzn,Turkic,Altaic
bashkirbak,Bashkir,,53.0,58.0,bash1264,bak,Turkic,Altaic
tatartat,Tatar,,56.0,49.5,tata1255,tat,Turkic,Altaic
koreankor,Korean,,37.5,128.0,kore1280,kor,Korean,Korean
ainuain,Ainu,,43.0,143.0,ainu1240,ain,Ainu,Ainu
japanesejpn,Japanese,,37.0,140.0,nucl1643,jpn,Japanese,Japonic
chukchickt,Chukchi,,67.0,-173.0,chuk1273,ckt,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan
nivkhniv,Nivkh,,53.333333333333336,142.0,gily1242,niv,Nivkh,Nivkh
ketket,Ket,,64.0,87.0,kett1243,ket,Yeniseian,Yeniseian
georgiankat,Georgian,,42.0,44.0,nucl1302,kat,Kartvelian,Kartvelian
ubykhuby,Ubykh,,43.666666666666664,39.666666666666664,ubyk1235,uby,Northwest Caucasian,Northwest Caucasian
abkhazabk,Abkhaz,,43.083333333333336,41.0,abkh1244,abk,Northwest Caucasian,Northwest Caucasian
tsovatushbbl,Tsova-Tush,,42.5,45.5,bats1242,bbl,Nakh,Nakh-Daghestanian
chechenche,Chechen,,43.25,45.833333333333336,chec1245,che,Nakh,Nakh-Daghestanian
ingushinh,Ingush,,43.166666666666664,45.083333333333336,ingu1240,inh,Nakh,Nakh-Daghestanian
godoberigdo,Godoberi,,42.666666666666664,46.083333333333336,ghod1238,gdo,Avar-Andic-Tsezic,Nakh-Daghestanian
khwarshikhv,Khwarshi,,42.25,46.0,khva1239,khv,Avar-Andic-Tsezic,Nakh-Daghestanian
tsezddo,Tsez,,42.25,45.75,dido1241,ddo,Avar-Andic-Tsezic,Nakh-Daghestanian
hinuqgin,Hinuq,,42.416666666666664,45.75,hinu1240,gin,Avar-Andic-Tsezic,Nakh-Daghestanian
hunzibhuz,Hunzib,,42.166666666666664,46.25,hunz1247,huz,Avar-Andic-Tsezic,Nakh-Daghestanian
archiaqc,Archi,,42.0,46.833333333333336,arch1244,aqc,Lezgic,Nakh-Daghestanian
khinalugkjj,Khinalug,,41.166666666666664,48.083333333333336,khin1240,kjj,Lezgic,Nakh-Daghestanian
lezgianlez,Lezgian,,41.666666666666664,47.833333333333336,lezg1247,lez,Lezgic,Nakh-Daghestanian
rutulrut,Rutul,,41.5,47.416666666666664,rutu1240,rut,Lezgic,Nakh-Daghestanian
tsakhurtkr,Tsakhur,,41.666666666666664,47.166666666666664,tsak1249,tkr,Lezgic,Nakh-Daghestanian
burushaskibsk,Burushaski,,36.5,74.5,buru1296,bsk,Burushaski,Burushaski
brahuibrh,Brahui,,28.5,67.0,brah1256,brh,Northern Dravidian,Dravidian
kurukhkru,Kurukh,,22.833333333333332,85.5,kuru1302,kru,Northern Dravidian,Dravidian
maltomjt,Malto,,25.0,87.33333333333333,saur1249,mjt,Northern Dravidian,Dravidian
kolamikfb,Kolami,,20.0,78.5,nort2699,kfb,Central Dravidian,Dravidian
gondigno,Gondi,,19.0,81.0,nort2702,gno,South-Central Dravidian,Dravidian
kuvikxv,Kuvi,,18.75,82.66666666666667,kuvi1243,kxv,South-Central Dravidian,Dravidian
kannadakan,Kannada,,14.0,76.0,nucl1305,kan,Southern Dravidian,Dravidian
tamiltam,Tamil,,11.0,78.5,tami1289,tam,Southern Dravidian,Dravidian
malayalammal,Malayalam,,10.0,76.5,mala1464,mal,Southern Dravidian,Dravidian
korkukfq,Korku,,22.5,78.5,kork1243,kfq,Munda,Austro-Asiatic
santalisat,Santali,,24.5,87.0,sant1410,sat,Munda,Austro-Asiatic
mundariunr,Mundari,,23.0,84.66666666666667,mund1320,unr,Munda,Austro-Asiatic
khariakhr,Kharia,,22.5,84.33333333333333,khar1287,khr,Munda,Austro-Asiatic
juangjun,Juang,,21.333333333333332,86.0,juan1238,jun,Munda,Austro-Asiatic
gorumpcj,Gorum,,19.0,82.75,pare1266,pcj,Munda,Austro-Asiatic
remobfw,Remo,,18.0,82.0,bond1245,bfw,Munda,Austro-Asiatic
khasikha,Khasi,,25.5,92.0,khas1269,kha,Khasian,Austro-Asiatic
pnarpbv,Pnar,,24.833333333333332,92.25,pnar1238,pbv,Khasian,Austro-Asiatic
palaungpll,Palaung,,22.666666666666668,96.66666666666667,shwe1236,pll,Palaungic,Austro-Asiatic
lawaeasternlwl,Lawa (Eastern),,18.95,98.76666666666667,east2330,lwl,Palaungic,Austro-Asiatic
paraukprk,Parauk,,23.25,99.5,para1301,prk,Palaungic,Austro-Asiatic
plangblr,Plang,,21.666666666666668,100.33333333333333,blan1242,blr,Palaungic,Austro-Asiatic
mlabriminormra,Mlabri (Minor),,18.5,101.0,mlab1235,mra,Khmuic,Austro-Asiatic
khmukjg,Khmu',,21.0,102.0,khmu1256,kjg,Khmuic,Austro-Asiatic
vietnamesevie,Vietnamese,,12.0,108.0,viet1252,vie,Vietic,Austro-Asiatic
thavungthm,Thavung,,17.75,104.25,aheu1239,thm,Vietic,Austro-Asiatic
pacohpac,Pacoh,,16.333333333333332,107.25,paco1243,pac,Katuic,Austro-Asiatic
katuktv,Katu,,15.833333333333334,107.58333333333333,east1236,ktv,Katuic,Austro-Asiatic
stiengsti,Stieng,,11.833333333333334,106.75,bulo1242,sti,Bahnaric,Austro-Asiatic
mnongcentralcmo,Mnong (Central),,12.666666666666666,107.0,cent1992,cmo,Bahnaric,Austro-Asiatic
chraucrw,Chrau,,10.75,107.5,chra1242,crw,Bahnaric,Austro-Asiatic
srekpm,Sre,,11.5,108.0,koho1244,kpm,Bahnaric,Austro-Asiatic
lovenlbo,Loven,,15.0,106.33333333333333,lave1248,lbo,Bahnaric,Austro-Asiatic
braobrb,Brao,,14.166666666666666,107.5,lave1249,brb,Bahnaric,Austro-Asiatic
bahnarbdq,Bahnar,,13.833333333333334,108.33333333333333,bahn1262,bdq,Bahnaric,Austro-Asiatic
rengaoren,Rengao,,14.583333333333334,107.83333333333333,reng1252,ren,Bahnaric,Austro-Asiatic
sedangsed,Sedang,,14.833333333333334,108.0,seda1262,sed,Bahnaric,Austro-Asiatic
khmerkhm,Khmer,,12.5,105.0,cent1989,khm,Khmer,Austro-Asiatic
kasong,Kasong,,12.75,102.11666666666666,suoy1242,,Pearic,Austro-Asiatic
chongcog,Chong,,12.5,102.5,chon1284,cog,Pearic,Austro-Asiatic
monmnw,Mon,,14.833333333333334,100.5,monn1252,mnw,Monic,Austro-Asiatic
jahaijhi,Jahai,,5.666666666666667,101.5,jeha1242,jhi,Aslian,Austro-Asiatic
temiartea,Temiar,,5.0,101.5,temi1246,tea,Aslian,Austro-Asiatic
semelaisza,Semelai,,3.0,103.0,seme1247,sza,Aslian,Austro-Asiatic
nicobaresecarcaq,Nicobarese (Car),,9.0,93.0,carn1240,caq,Nicobarese,Austro-Asiatic
mandarincmn,Mandarin,,34.0,110.0,mand1415,cmn,Chinese,Sino-Tibetan
wuwuu,Wu,,31.2,121.5,wuch1236,wuu,Chinese,Sino-Tibetan
cantoneseyue,Cantonese,,23.0,113.0,yuec1235,yue,Chinese,Sino-Tibetan
karenpwokjp,Karen (Pwo),,13.0,99.16666666666667,pwoe1235,kjp,Karen,Sino-Tibetan
kayahlieasterneky,Kayah Li (Eastern),,19.0,97.5,east2342,eky,Karen,Sino-Tibetan
karenbwebwe,Karen (Bwe),,19.5,97.0,bwek1238,bwe,Karen,Sino-Tibetan
karensgawksw,Karen (Sgaw),,18.0,97.0,sgaw1245,ksw,Karen,Sino-Tibetan
tujianortherntji,Tujia (Northern),,29.333333333333332,109.75,nort2732,tji,Tujia,Sino-Tibetan
dhimaldhi,Dhimal,,26.666666666666668,87.75,dhim1246,dhi,Dhimalish,Sino-Tibetan
tamangeasterntaj,Tamang (Eastern),,27.5,85.66666666666667,east2347,taj,Bodic,Sino-Tibetan
narphunpa,Nar-Phu,,28.666666666666668,84.25,narp1239,npa,Bodic,Sino-Tibetan
gurunggvr,Gurung,,28.333333333333332,84.33333333333333,guru1261,gvr,Bodic,Sino-Tibetan
thakaliths,Thakali,,29.0,83.75,thak1245,ths,Bodic,Sino-Tibetan
chantyalchx,Chantyal,,28.583333333333332,83.41666666666667,chan1310,chx,Bodic,Sino-Tibetan
tshanglatsj,Tshangla,,27.833333333333332,92.16666666666667,tsha1245,tsj,Bodic,Sino-Tibetan
tibetanmodernliterarybod,Tibetan (Modern Literary),,29.833333333333332,91.5,tibe1272,bod,Bodic,Sino-Tibetan
tibetanstandardspokenbod,Tibetan (Standard Spoken),,30.0,91.0,tibe1272,bod,Bodic,Sino-Tibetan
tibetandrokpabod,Tibetan (Drokpa),,32.25,81.25,tibe1272,bod,Bodic,Sino-Tibetan
kyirongkgy,Kyirong,,28.416666666666668,85.33333333333333,kyer1238,kgy,Bodic,Sino-Tibetan
lhomilhm,Lhomi,,27.666666666666668,87.41666666666667,lhom1239,lhm,Bodic,Sino-Tibetan
kurtopxkz,Kurtöp,,27.666666666666668,91.16666666666667,kurt1248,xkz,Bodic,Sino-Tibetan
khamnangchenkhg,Kham (Nangchen),,32.5,96.5,nort2707,khg,Bodic,Sino-Tibetan
tibetandongwangkhg,Tibetan (Dongwang),,28.5,99.66666666666667,kham1282,khg,Bodic,Sino-Tibetan
khamdegekhg,Kham (Dege),,31.833333333333332,98.58333333333333,derg1234,khg,Bodic,Sino-Tibetan
ladakhilbj,Ladakhi,,34.0,78.0,lada1244,lbj,Bodic,Sino-Tibetan
purkiprx,Purki,,34.666666666666664,76.0,puri1258,prx,Bodic,Sino-Tibetan
sikkimesesip,Sikkimese,,27.833333333333332,88.5,sikk1242,sip,Bodic,Sino-Tibetan
bunanbfu,Bunan,,32.5,77.0,gahr1239,bfu,Bodic,Sino-Tibetan
kinnaurikfk,Kinnauri,,31.5,78.0,kinn1249,kfk,Bodic,Sino-Tibetan
darmadrd,Darma,,29.833333333333332,80.5,darm1243,drd,Bodic,Sino-Tibetan
byansibee,Byansi,,30.166666666666668,80.5,byan1241,bee,Bodic,Sino-Tibetan
newarikathmandunew,Newari (Kathmandu),,27.666666666666668,85.5,newa1246,new,Mahakiranti,Sino-Tibetan
thangmithf,Thangmi,,27.75,86.0,than1259,thf,Mahakiranti,Sino-Tibetan
magarmrd,Magar,,28.25,83.5,west2418,mrd,Mahakiranti,Sino-Tibetan
khamkjl,Kham,,28.5,82.75,west2420,kjl,Mahakiranti,Sino-Tibetan
hayuvay,Hayu,,27.25,86.0,wayu1241,vay,Mahakiranti,Sino-Tibetan
chepangcdm,Chepang,,27.666666666666668,84.75,chep1245,cdm,Mahakiranti,Sino-Tibetan
thulungtdh,Thulung,,27.416666666666668,86.5,thul1246,tdh,Mahakiranti,Sino-Tibetan
wambulewme,Wambule,,29.25,85.91666666666667,wamb1257,wme,Mahakiranti,Sino-Tibetan
camlingrab,Camling,,27.0,86.66666666666667,caml1239,rab,Mahakiranti,Sino-Tibetan
athpareaph,Athpare,,27.0,87.33333333333333,athp1241,aph,Mahakiranti,Sino-Tibetan
belharebyw,Belhare,,26.966666666666665,87.3,belh1239,byw,Mahakiranti,Sino-Tibetan
limbulif,Limbu,,27.166666666666668,87.75,limb1266,lif,Mahakiranti,Sino-Tibetan
qiangcng,Qiang,,32.0,102.66666666666667,nort2722,cng,Qiangic,Sino-Tibetan
pumipmi,Pumi,,28.0,101.0,nort2723,pmi,Qiangic,Sino-Tibetan
naxinxq,Naxi,,27.5,100.0,naxi1245,nxq,Naxi,Sino-Tibetan
gyarongcogtsejya,Gyarong (Cogtse),,31.5,102.0,jiar1240,jya,rGyalrong,Sino-Tibetan
rgyalrongcaodengjya,rGyalrong (Caodeng),,31.666666666666668,101.75,jiar1240,jya,rGyalrong,Sino-Tibetan
deurider,Deuri,,26.0,90.25,deor1238,der,Bodo-Garo,Sino-Tibetan
bodobrx,Bodo,,26.833333333333332,92.0,bodo1269,brx,Bodo-Garo,Sino-Tibetan
kacharixac,Kachari,,26.5,91.0,kach1279,xac,Bodo-Garo,Sino-Tibetan
dimasadis,Dimasa,,25.5,93.0,dima1251,dis,Bodo-Garo,Sino-Tibetan
kokboroktrp,Kokborok,,24.333333333333332,92.5,kokb1239,trp,Bodo-Garo,Sino-Tibetan
garogrt,Garo,,25.666666666666668,90.5,garo1247,grt,Bodo-Garo,Sino-Tibetan
atongaot,Atong,,25.416666666666668,90.75,aton1241,aot,Bodo-Garo,Sino-Tibetan
nagaleinonglzn,Naga (Leinong),,26.416666666666668,95.58333333333333,lein1237,lzn,Northern Naga,Sino-Tibetan
tutsatvt,Tutsa,,27.5,96.5,tuts1235,tvt,Northern Naga,Sino-Tibetan
meitheimni,Meithei,,24.75,94.0,mani1292,mni,Kuki-Chin,Sino-Tibetan
mikirmjw,Mikir,,26.333333333333332,93.5,karb1241,mjw,Kuki-Chin,Sino-Tibetan
lothanjh,Lotha,,26.5,94.25,loth1237,njh,Kuki-Chin,Sino-Tibetan
aonjo,Ao,,26.583333333333332,94.66666666666667,aona1235,njo,Kuki-Chin,Sino-Tibetan
nagamaonbi,Naga (Mao),,25.5,94.33333333333333,maon1238,nbi,Kuki-Chin,Sino-Tibetan
semansm,Sema,,26.0,94.5,sumi1235,nsm,Kuki-Chin,Sino-Tibetan
angaminjm,Angami,,25.666666666666668,94.5,anga1288,njm,Kuki-Chin,Sino-Tibetan
nagatangkhulnmf,Naga (Tangkhul),,25.0,94.5,tang1336,nmf,Kuki-Chin,Sino-Tibetan
koirengnkd,Koireng,,25.3,94.21666666666667,koir1240,nkd,Kuki-Chin,Sino-Tibetan
nagazemenzm,Naga (Zeme),,25.166666666666668,93.5,zeme1240,nzm,Kuki-Chin,Sino-Tibetan
chintiddimctd,Chin (Tiddim),,23.333333333333332,93.66666666666667,tedi1235,ctd,Kuki-Chin,Sino-Tibetan
mizolus,Mizo,,23.166666666666668,92.83333333333333,lush1249,lus,Kuki-Chin,Sino-Tibetan
bawmbgr,Bawm,,22.5,92.25,bawm1236,bgr,Kuki-Chin,Sino-Tibetan
chinmaramrh,Chin (Mara),,23.0,93.16666666666667,mara1382,mrh,Kuki-Chin,Sino-Tibetan
hkongsoanl,Hkongso,,21.5,93.0,anuu1241,anl,Mru,Sino-Tibetan
jingphokac,Jingpho,,25.416666666666668,97.0,kach1280,kac,Jingpho,Sino-Tibetan
achangacn,Achang,,25.0,98.5,acha1249,acn,Burmese-Lolo,Sino-Tibetan
marumhx,Maru,,23.5,98.5,maru1249,mhx,Burmese-Lolo,Sino-Tibetan
burmesemya,Burmese,,21.0,96.0,nucl1310,mya,Burmese-Lolo,Sino-Tibetan
lisulis,Lisu,,26.0,98.0,lisu1250,lis,Burmese-Lolo,Sino-Tibetan
loloyaoanycl,Lolo (Yao’An),,25.5,101.3,lolo1259,ycl,Burmese-Lolo,Sino-Tibetan
nuosuiii,Nuosu,,24.0,104.0,sich1238,iii,Burmese-Lolo,Sino-Tibetan
laloyik,Lalo,,25.0,100.25,dong1286,yik,Burmese-Lolo,Sino-Tibetan
bisubzi,Bisu,,19.75,100.0,bisu1244,bzi,Burmese-Lolo,Sino-Tibetan
akhaahk,Akha,,21.833333333333332,99.83333333333333,akha1245,ahk,Burmese-Lolo,Sino-Tibetan
hanihni,Hani,,23.0,103.0,hani1248,hni,Burmese-Lolo,Sino-Tibetan
baibca,Bai,,26.0,100.0,cent2004,bca,Bai,Sino-Tibetan
dulongduu,Dulong,,28.0,98.33333333333333,drun1238,duu,Nungish,Sino-Tibetan
rawangraw,Rawang,,27.5,97.5,rawa1265,raw,Nungish,Sino-Tibetan
anongnun,Anong,,27.333333333333332,98.75,nung1282,nun,Nungish,Sino-Tibetan
galoadl,Galo,,28.166666666666668,94.66666666666667,galo1242,adl,Tani,Sino-Tibetan
misingmrg,Mising,,28.5,94.83333333333333,miny1240,mrg,Tani,Sino-Tibetan
mirihillmrg,Miri (Hill),,27.916666666666668,93.83333333333333,miri1271,mrg,Tani,Sino-Tibetan
tagindap,Tagin,,28.0,94.25,nisi1239,dap,Tani,Sino-Tibetan
nishinjz,Nishi,,27.5,93.5,nyis1236,njz,Tani,Sino-Tibetan
apataniapt,Apatani,,27.5,93.75,apat1240,apt,Tani,Sino-Tibetan
iduclk,Idu,,29.333333333333332,95.83333333333333,idum1241,clk,Digaroan,Sino-Tibetan
digaromhu,Digaro,,28.416666666666668,96.0,diga1241,mhu,Digaroan,Sino-Tibetan
lepchalep,Lepcha,,27.166666666666668,88.5,lepc1244,lep,Lepcha,Sino-Tibetan
hmongnjuahnj,Hmong Njua,,28.0,105.0,hmon1264,hnj,Miao-Yao,Miao-Yao
xongmmr,Xong,,28.333333333333332,109.66666666666667,west2430,mmr,Miao-Yao,Miao-Yao
iumienium,Iu Mien,,24.0,111.0,iumi1238,ium,Miao-Yao,Miao-Yao
bunuyounoubuh,Bunu (Younou),,24.0,107.0,youn1235,buh,Miao-Yao,Miao-Yao
hlaibaodinglic,Hlai (Baoding),,19.0,109.5,hlai1239,lic,Hlai,Tai-Kadai
gelaogiq,Gelao,,22.916666666666668,105.5,gree1278,giq,Kadai,Tai-Kadai
dongsouthernkmc,Dong (Southern),,27.0,109.0,sout2741,kmc,Kam-Tai,Tai-Kadai
sanjiangkamcov,Sanjiang Kam,,26.25,109.58333333333333,caom1238,cov,Kam-Tai,Tai-Kadai
maonanmmd,Maonan,,25.0,108.0,maon1241,mmd,Kam-Tai,Tai-Kadai
yaypcc,Yay,,22.416666666666668,104.75,bouy1240,pcc,Kam-Tai,Tai-Kadai
nunginvietnamnut,Nung (in Vietnam),,21.916666666666668,106.41666666666667,nung1283,nut,Kam-Tai,Tai-Kadai
laolao,Lao,,18.0,103.0,laoo1244,lao,Kam-Tai,Tai-Kadai
thaitha,Thai,,16.0,101.0,thai1261,tha,Kam-Tai,Tai-Kadai
yongyno,Yong,,18.333333333333332,99.0,yong1277,yno,Kam-Tai,Tai-Kadai
greatandamaneseakj,Great Andamanese,,12.0,92.66666666666667,akaj1239,akj,Great Andamanese,Great Andamanese
jarawainandamansanq,Jarawa (in Andamans),,12.0,92.58333333333333,jara1245,anq,South Andamanese,South Andamanese
shompen,Shompen,,7.0,93.75,shom1245,,Shompen,Shompen
seediqtrv,Seediq,,24.166666666666668,121.41666666666667,taro1264,trv,Atayalic,Austronesian
rukaitanandru,Rukai (Tanan),,22.833333333333332,120.83333333333333,ruka1240,dru,Rukai,Austronesian
tsoutsu,Tsou,,23.5,120.75,tsou1248,tsu,Tsou,Austronesian
paiwanpwn,Paiwan,,22.5,120.83333333333333,paiw1248,pwn,Paiwan,Austronesian
amisami,Amis,,23.333333333333332,121.33333333333333,amis1246,ami,East Formosan,Austronesian
chamorrocha,Chamorro,,13.45,144.75,cham1312,cha,Chamorro,Austronesian
palauanpau,Palauan,,7.5,134.58333333333334,pala1344,pau,Palauan,Austronesian
ilocanoilo,Ilocano,,16.0,121.0,ilok1237,ilo,Northern Luzon,Austronesian
mamanwammn,Mamanwa,,9.416666666666666,125.5,mama1275,mmn,Greater Central Philippine,Austronesian
tbolitbl,Tboli,,6.166666666666667,124.5,tbol1240,tbl,Bilic,Austronesian
toratanrth,Toratán,,1.0833333333333333,124.83333333333333,rata1244,rth,Sangiric,Austronesian
tondanotdn,Tondano,,1.25,125.0,tond1251,tdn,Minahasan,Austronesian
munamnb,Muna,,-5.0,122.5,muna1247,mnb,Celebic,Austronesian
woliowlo,Wolio,,-5.5,122.75,woli1241,wlo,Celebic,Austronesian
tukangbesikhc,Tukang Besi,,-5.5,123.5,tuka1248,khc,Celebic,Austronesian
pendauums,Pendau,,0.25,119.91666666666667,pend1242,ums,Celebic,Austronesian
padoepdo,Padoe,,2.3333333333333335,121.33333333333333,pado1242,pdo,Celebic,Austronesian
selayarsly,Selayar,,-6.0,120.5,sela1260,sly,South Sulawesi,Austronesian
begakidaandbj,Begak-Ida'an,,5.25,118.83333333333333,idaa1241,dbj,North Borneo,Austronesian
timugontih,Timugon,,5.0,116.0,timu1262,tih,North Borneo,Austronesian
kimaragangkqr,Kimaragang,,6.5,116.83333333333333,kima1244,kqr,North Borneo,Austronesian
tatanatxx,Tatana',,5.5,115.5,tata1257,txx,North Borneo,Austronesian
belaitbeg,Belait,,4.416666666666667,114.41666666666667,bela1260,beg,North Borneo,Austronesian
maanyanmhy,Ma'anyan,,-2.0,115.0,maan1238,mhy,Barito,Austronesian
bajauwestcoastbdr,Bajau (West Coast),,6.333333333333333,116.33333333333333,west2560,bdr,Sama-Bajaw,Austronesian
yakanyka,Yakan,,6.5,122.0,yaka1277,yka,Sama-Bajaw,Austronesian
lampungljp,Lampung,,-5.0,105.0,lamp1243,ljp,Lampungic,Austronesian
niasnia,Nias,,1.0,97.75,nias1242,nia,Northwest Sumatra-Barrier Islands,Austronesian
alasbtz,Alas,,3.6666666666666665,97.83333333333333,bata1292,btz,Northwest Sumatra-Barrier Islands,Austronesian
batakkarobtx,Batak (Karo),,3.25,98.25,bata1293,btx,Northwest Sumatra-Barrier Islands,Austronesian
gayogay,Gayo,,4.5,97.5,gayo1244,gay,Northwest Sumatra-Barrier Islands,Austronesian
moklenmkm,Moklen,,8.666666666666666,98.25,mokl1243,mkm,Moklen-Moken,Austronesian
mokenmwt,Moken,,12.0,98.0,moke1242,mwt,Moklen-Moken,Austronesian
sundanesesun,Sundanese,,-7.0,107.0,sund1252,sun,Malayo-Sumbawan,Austronesian
ibaniba,Iban,,2.0,113.0,iban1264,iba,Malayo-Sumbawan,Austronesian
minangkabaumin,Minangkabau,,-1.0,101.0,mina1268,min,Malayo-Sumbawan,Austronesian
indonesianind,Indonesian,,-0.0,106.0,indo1316,ind,Malayo-Sumbawan,Austronesian
manadonesexmm,Manadonese,,1.5,124.83333333333333,mala1481,xmm,Malayo-Sumbawan,Austronesian
acehneseace,Acehnese,,5.5,95.5,achi1257,ace,Malayo-Sumbawan,Austronesian
chameasterncjm,Cham (Eastern),,11.333333333333334,108.5,east2563,cjm,Malayo-Sumbawan,Austronesian
chamwesterncja,Cham (Western),,12.0,105.5,west2650,cja,Malayo-Sumbawan,Austronesian
buruagh,Buru,,-3.5,126.5,ngel1238,agh,Central Malayo-Polynesian,Austronesian
batuleybay,Batuley,,-5.75,134.78333333333333,batu1258,bay,Central Malayo-Polynesian,Austronesian
nuaulunxl,Nuaulu,,-3.25,129.16666666666666,sout2895,nxl,Central Malayo-Polynesian,Austronesian
paulohiplh,Paulohi,,-3.25,128.75,paul1238,plh,Central Malayo-Polynesian,Austronesian
selaruslu,Selaru,,-8.25,131.0,sela1259,slu,Central Malayo-Polynesian,Austronesian
lamaholotslp,Lamaholot,,-8.25,122.91666666666667,lama1277,slp,Central Malayo-Polynesian,Austronesian
